"";"x"
"660";"Aleurites moluccanus_Yap"
"661";"Allagoptera arenaria_O'ahu"
"662";"Allamanda blanchetii_Mili"
"663";"Allamanda blanchetii_O'ahu"
"664";"Allamanda blanchetii_Vanua Levu"
"665";"Allamanda cathartica_Atiu"
"666";"Allamanda cathartica_Babeldaob"
"667";"Allamanda cathartica_Babeldaob"
"668";"Allamanda cathartica_NA"
"669";"Allamanda cathartica_Dublon"
"670";"Allamanda cathartica_Guam"
"671";"Allamanda cathartica_Guam"
"672";"Allamanda cathartica_Guam"
"673";"Allamanda cathartica_Hiva Oa"
"674";"Allamanda cathartica_Koror"
"675";"Allamanda cathartica_Koror"
"676";"Allamanda cathartica_Koror"
"677";"Allamanda cathartica_Kosrae"
"678";"Allamanda cathartica_Kosrae"
"679";"Allamanda cathartica_Moorea"
"680";"Allamanda cathartica_Moorea"
"681";"Allamanda cathartica_Pohnpei"
"682";"Allamanda cathartica_Pohnpei"
"683";"Allamanda cathartica_Pohnpei"
"684";"Allamanda cathartica_Pohnpei"
"685";"Allamanda cathartica_Pohnpei"
"686";"Allamanda cathartica_Rurutu"
"687";"Allamanda cathartica_Rurutu"
"688";"Allamanda cathartica_Tahiti"
"689";"Allamanda cathartica_Tahuata"
"690";"Allamanda cathartica_Tubuai"
"691";"Allamanda cathartica_Tutuila"
"692";"Allamanda cathartica_Viti Levu"
"693";"Allamanda cathartica_Weno"
"694";"Allamanda cathartica_Weno"
"695";"Allamanda schottii_O'ahu"
"696";"Allamanda schottii_Pohnpei"
"697";"Allophylus cobbe_Maui"
"698";"Alocasia cucullata_Hawai'i"
"699";"Alocasia macrorhizus_Arno"
"700";"Alocasia macrorhizus_Arno"
"701";"Alocasia macrorhizus_Ebon"
"702";"Alocasia macrorhizus_Fatu Hiva"
"703";"Alocasia macrorhizus_Hawai'i"
"704";"Alocasia macrorhizus_Hiva Oa"
"705";"Alocasia macrorhizus_Kaua'i"
"706";"Alocasia macrorhizus_Koror"
"707";"Alocasia macrorhizus_Namonuito"
"708";"Alocasia macrorhizus_O'ahu"
"709";"Alocasia macrorhizus_Olosega"
"710";"Alocasia macrorhizus_Pohnpei"
"711";"Alocasia macrorhizus_Pohnpei"
"712";"Alocasia macrorhizus_Ta'u"
"713";"Alocasia macrorhizus_Tahuata"
"714";"Alocasia macrorhizus_NA"
"715";"Alocasia macrorhizus_Ua Huka"
"716";"Alocasia macrorhizus_Yap"
"717";"Aloe vera_Lana'i"
"718";"Aloe vera_Maui"
"719";"Aloe vera_Moloka'i"
"720";"Aloe vera_O'ahu"
"721";"Alphitonia excelsa_Kaua'i"
"722";"Alphitonia excelsa_O'ahu"
"723";"Alpinia purpurata_Guam"
"724";"Alpinia purpurata_Guam"
"725";"Alpinia purpurata_Kadavu"
"726";"Alpinia purpurata_Koror"
"727";"Alpinia purpurata_Koror"
"728";"Alpinia purpurata_Lamotrek"
"729";"Alpinia purpurata_San Cristobal"
"730";"Alpinia purpurata_Moorea"
"731";"Alpinia purpurata_Ndeni"
"732";"Alpinia purpurata_Niuatoputapu"
"733";"Alpinia purpurata_Ofu"
"734";"Alpinia purpurata_Pohnpei"
"735";"Alpinia purpurata_Rotuma"
"736";"Alpinia purpurata_Rotuma"
"737";"Alpinia purpurata_Savai'i"
"738";"Alpinia purpurata_Ta'u"
"739";"Alpinia purpurata_Tahiti"
"740";"Alpinia purpurata_Tongatapu"
"741";"Alpinia purpurata_Tongatapu"
"742";"Alpinia purpurata_Tutuila"
"743";"Alpinia purpurata_Upolu"
"744";"Alpinia purpurata_Upolu"
"745";"Alpinia purpurata_Vanua Levu"
"746";"Alpinia purpurata_Viti Levu"
"747";"Alpinia purpurata_Viti Levu"
"748";"Alpinia purpurata_Viti Levu"
"749";"Alpinia purpurata_Viti Levu"
"750";"Alpinia purpurata_Viti Levu"
"751";"Alstonia macrophylla_Hawai'i"
"752";"Alstonia macrophylla_O'ahu"
"753";"Alstonia scholaris_Kaua'i"
"754";"Alternanthera brasiliana_Makatea"
"755";"Alternanthera brasiliana_Nuku Hiva"
"756";"Alternanthera brasiliana_Pitcairn"
"757";"Alternanthera brasiliana_Pitcairn"
"758";"Alternanthera brasiliana_Raivavae"
"759";"Alternanthera brasiliana_Tahiti"
"760";"Alternanthera brasiliana_Tetiaroa"
"761";"Alternanthera brasiliana_Tupai"
"762";"Alternanthera brasiliana_Ua Huka"
"763";"Alternanthera pungens_Kaua'i"
"764";"Alternanthera pungens_Maui"
"765";"Alternanthera sessilis_Babeldaob"
"766";"Alternanthera sessilis_Fatu Hiva"
"767";"Alternanthera sessilis_Fatu Hiva"
"768";"Alternanthera sessilis_Guam"
"769";"Alternanthera sessilis_Hiva Oa"
"770";"Alternanthera sessilis_Kili"
"771";"Alternanthera sessilis_Koror"
"772";"Alternanthera sessilis_Koror"
"773";"Alternanthera sessilis_Koror"
"774";"Alternanthera sessilis_Kosrae"
"775";"Alternanthera sessilis_Nuku Hiva"
"776";"Alternanthera sessilis_Tahiti"
"777";"Alternanthera sessilis_Tutuila"
"778";"Alysicarpus bupleurifolius_Babeldaob"
"779";"Alysicarpus bupleurifolius_Babeldaob"
"780";"Alysicarpus bupleurifolius_Babeldaob"
"781";"Alysicarpus vaginalis_Babeldaob"
"782";"Alysicarpus vaginalis_Babeldaob"
"783";"Alysicarpus vaginalis_Babeldaob"
"784";"Alysicarpus vaginalis_Babeldaob"
"785";"Alysicarpus vaginalis_Guam"
"786";"Alysicarpus vaginalis_Koror"
"787";"Alysicarpus vaginalis_Kosrae"
"788";"Alysicarpus vaginalis_Ofu"
"789";"Alysicarpus vaginalis_Olosega"
"790";"Alysicarpus vaginalis_Pohnpei"
"791";"Alysicarpus vaginalis_Tahiti"
"792";"Alysicarpus vaginalis_Viti Levu"
"793";"Alysicarpus vaginalis_Wotje"
"794";"Alysicarpus vaginalis_Wotje"
"795";"Amaranthus blitum_Midway"
"796";"Amaranthus dubius_Kanton"
"797";"Amaranthus dubius_Wake"
"798";"Amaranthus dubius_Wake"
"799";"Amaranthus spinosus_Guam"
"800";"Amaranthus spinosus_Kure"
"801";"Amaranthus spinosus_Rota"
"802";"Amaranthus spinosus_Tinian"
"803";"Amaranthus spinosus_NA"
"804";"Amaranthus tricolor_New Britain"
"805";"Amaranthus tricolor_O'ahu"
"806";"Amaranthus tricolor_Rotuma"
"807";"Amaranthus viridis_Fatu Hiva"
"808";"Amaranthus viridis_Guam"
"809";"Amaranthus viridis_Hiva Oa"
"810";"Amaranthus viridis_Hiva Oa"
"811";"Amaranthus viridis_Koror"
"812";"Amaranthus viridis_Koror"
"813";"Amaranthus viridis_Laysan"
"814";"Amaranthus viridis_Malden"
"815";"Amaranthus viridis_Pagan"
"816";"Amaranthus viridis_Raroia"
"817";"Amaranthus viridis_Rota"
"818";"Amaranthus viridis_Tinian"
"819";"Amaranthus viridis_Ua Huka"
"820";"Amaranthus viridis_Ua Huka"
"821";"Amaranthus viridis_Ua Huka"
"822";"Amaryllis belladonna_Kaua'i"
"823";"Amaryllis belladonna_Robinson Crusoe"
"824";"Ammannia baccifera_Peleliu"
"825";"Anacardium occidentale_Fatu Hiva"
"826";"Anacardium occidentale_Fatu Hiva"
"827";"Anacardium occidentale_Guam"
"828";"Anacardium occidentale_Guam"
"829";"Anacardium occidentale_Guam"
"830";"Anacardium occidentale_Moorea"
"831";"Anacardium occidentale_Raiatea"
"832";"Anacardium occidentale_Raiatea"
"833";"Anacardium occidentale_Rarotonga"
"834";"Anacardium occidentale_Taha'a"
"835";"Anacardium occidentale_Tahiti"
"836";"Anacardium occidentale_Upolu"
"837";"Anacardium occidentale_Upolu"
"838";"Anacardium occidentale_Vanua Levu"
"839";"Anacardium occidentale_Vanua Levu"
"840";"Anacardium occidentale_Viti Levu"
"841";"Anagallis arvensis_Kure"
"842";"Andropogon bicornis_Kaua'i"
"843";"Andropogon virginicus_Maui"
"844";"Angelonia angustifolia_Babeldaob"
"845";"Angelonia angustifolia_Babeldaob"
"846";"Angelonia angustifolia_Babeldaob"
"847";"Angelonia angustifolia_Babeldaob"
"848";"Angelonia angustifolia_Koror"
"849";"Angelonia angustifolia_Pohnpei"
"850";"Angelonia angustifolia_Pohnpei"
"851";"Angelonia angustifolia_Pohnpei"
"852";"Angiopteris evecta_Atiu"
"853";"Angiopteris evecta_Agrihan"
"854";"Angiopteris evecta_Babeldaob"
"855";"Angiopteris evecta_Grande Terre"
"856";"Angiopteris evecta_Grande Terre"
"857";"Angiopteris evecta_NA"
"858";"Angiopteris evecta_Huahine"
"859";"Angiopteris evecta_Huahine"
"860";"Angiopteris evecta_Kosrae"
"861";"Angiopteris evecta_Moorea"
"862";"Angiopteris evecta_Ofu"
"863";"Angiopteris evecta_Pohnpei"
"864";"Angiopteris evecta_Pohnpei"
"865";"Angiopteris evecta_Pohnpei"
"866";"Angiopteris evecta_Pohnpei"
"867";"Angiopteris evecta_Pohnpei"
"868";"Angiopteris evecta_Ta'u"
"869";"Angiopteris evecta_Tutuila"
"870";"Angiopteris evecta_Ua Huka"
"871";"Angiopteris evecta_Ua Huka"
"872";"Angiopteris evecta_Upolu"
"873";"Angiopteris evecta_Yap"
"874";"Angophora costata_Kaua'i"
"875";"Aniseia martinicensis_Babeldaob"
"876";"Aniseia martinicensis_Babeldaob"
"877";"Annona cherimola_Ua Huka"
"878";"Annona glabra_Babeldaob"
"879";"Annona glabra_Rarotonga"
"880";"Annona glabra_Viti Levu"
"881";"Annona glabra_Viti Levu"
"882";"Annona muricata_Babeldaob"
"883";"Annona muricata_Babeldaob"
"884";"Annona muricata_Guam"
"885";"Annona muricata_Majuro"
"886";"Annona muricata_Pohnpei"
"887";"Annona muricata_Pohnpei"
"888";"Annona muricata_Pohnpei"
"889";"Annona muricata_Pohnpei"
"890";"Annona muricata_NA"
"891";"Annona muricata_Tahuata"
"892";"Annona muricata_Tongatapu"
"893";"Annona reticulata_Guam"
"894";"Annona reticulata_Tongatapu"
"895";"Annona reticulata_Ua Huka"
"896";"Annona squamosa_Guam"
"897";"Annona squamosa_Koror"
"898";"Anoda hastata_NA"
"899";"Anodendron parviflorum_Hawai'i"
"900";"Anredera cordifolia_Lana'i"
"901";"Anredera cordifolia_Rarotonga"
"902";"Anredera cordifolia_Rarotonga"
"903";"Anredera cordifolia_Viti Levu"
"904";"Anthoxanthum odoratum_NA"
"905";"Anthoxanthum odoratum_O'ahu"
"906";"Antigonon leptopus_Guam"
"907";"Antigonon leptopus_Ha'afeva"
"908";"Antigonon leptopus_Koror"
"909";"Antigonon leptopus_Kwajalein"
"910";"Antigonon leptopus_Pagan"
"911";"Antigonon leptopus_Rarotonga"
"912";"Antigonon leptopus_Rarotonga"
"913";"Antigonon leptopus_Rotuma"
"914";"Antigonon leptopus_Rurutu"
"915";"Antigonon leptopus_NA"
"916";"Antigonon leptopus_Tabuaeran"
"917";"Antigonon leptopus_Tabuaeran"
"918";"Antigonon leptopus_Tabuaeran"
"919";"Antigonon leptopus_Tahiti"
"920";"Antigonon leptopus_Ua Huka"
"921";"Antigonon leptopus_Viti Levu"
"922";"Aphanamixis polystachya_Kaua'i"
"923";"Aphanamixis polystachya_O'ahu"
"924";"Aphanamixis polystachya_NA"
"925";"Archontophoenix cunninghamiana_O'ahu"
"926";"Archontophoenix purpurea_Kaua'i"
"927";"Ardisia crenata_Maui"
"928";"Ardisia elliptica_Aitutaki"
"929";"Ardisia elliptica_Raiatea"
"930";"Ardisia elliptica_Raiatea"
"931";"Ardisia elliptica_Rarotonga"
"932";"Ardisia elliptica_Rarotonga"
"933";"Ardisia elliptica_Rarotonga"
"934";"Ardisia elliptica_Rarotonga"
"935";"Ardisia elliptica_Tahiti"
"936";"Ardisia elliptica_Upolu"
"937";"Ardisia elliptica_Upolu"
"938";"Ardisia elliptica_Upolu"
"939";"Ardisia elliptica_Upolu"
"940";"Areca triandra_O'ahu"
"941";"Argyreia nervosa_Eua"
"942";"Argyreia nervosa_Rarotonga"
"943";"Argyreia nervosa_Rarotonga"
"944";"Aristida adscensionis_Moloka'i"
"945";"Aristolochia elegans_Hawai'i"
"946";"Aristolochia elegans_Mangaia"
"947";"Aristolochia elegans_Tahiti"
"948";"Aristolochia elegans_Tanna"
"949";"Aristolochia elegans_Tanna"
"950";"Aristolochia elegans_Viti Levu"
"951";"Artemisia vulgaris_Babeldaob"
"952";"Arundo donax_Koror"
"953";"Arundo donax_Koror"
"954";"Arundo donax_Koror"
"955";"Arundo donax_Koror"
"956";"Arundo donax_Koror"
"957";"Arundo donax_Lana'i"
"958";"Arundo donax_Lifuka"
"959";"Arundo donax_Pohnpei"
"960";"Arundo donax_Raiatea"
"961";"Arundo donax_Rarotonga"
"962";"Arundo donax_Upolu"
"963";"Arundo donax_Upolu"
"964";"Arundo donax_Viti Levu"
"965";"Arundo donax_Viti Levu"
"966";"Arundo donax_Viti Levu"
"967";"Arundo donax_Viti Levu"
"968";"Arundo donax_Viti Levu"
"969";"Asclepias curassavica_Ailuk"
"970";"Asclepias curassavica_Eiao"
"971";"Asclepias curassavica_Ma'uke"
"972";"Asclepias curassavica_Peleliu"
"973";"Asclepias curassavica_Rota"
"974";"Asclepias curassavica_Satawan"
"975";"Asclepias curassavica_NA"
"976";"Asclepias curassavica_NA"
"977";"Asclepias curassavica_Ua Huka"
"978";"Asclepias curassavica_Upolu"
"979";"Asparagus africanus_O'ahu"
"980";"Asparagus densiflorus_NA"
"981";"Asparagus densiflorus_Guam"
"982";"Asparagus densiflorus_Lord Howe"
"983";"Asparagus densiflorus_Raiatea"
"984";"Asparagus densiflorus_Raiatea"
"985";"Asparagus densiflorus_Tongatapu"
"986";"Asparagus falcatus_O'ahu"
"987";"Asparagus falcatus_O'ahu"
"988";"Asparagus setaceus_Eua"
"989";"Asparagus setaceus_Lifuka"
"990";"Asparagus setaceus_O'ahu"
"991";"Asparagus setaceus_Rotuma"
"992";"Asparagus setaceus_Ta'u"
"993";"Asparagus setaceus_Upolu"
"994";"Asparagus setaceus_Upolu"
"995";"Asparagus setaceus_Upolu"
"996";"Asparagus setaceus_Upolu"
"997";"Asparagus setaceus_Viti Levu"
"998";"Asparagus setaceus_Uiha"
"999";"Asparagus setaceus_Rotuma"
"1000";"Asterogyne martiana_O'ahu"
"1001";"Asystasia gangetica_Bora Bora"
"1002";"Asystasia gangetica_Guam"
"1003";"Asystasia gangetica_Huahine"
"1004";"Asystasia gangetica_Huahine"
"1005";"Asystasia gangetica_Kayangel"
"1006";"Asystasia gangetica_Kayangel"
"1007";"Asystasia gangetica_Lifuka"
"1008";"Asystasia gangetica_Lifuka"
"1009";"Asystasia gangetica_Maupiti"
"1010";"Asystasia gangetica_Moorea"
"1011";"Asystasia gangetica_Pohnpei"
"1012";"Asystasia gangetica_Pohnpei"
"1013";"Asystasia gangetica_Raiatea"
"1014";"Asystasia gangetica_Rota"
"1015";"Asystasia gangetica_Saipan"
"1016";"Asystasia gangetica_Tahiti"
"1017";"Asystasia gangetica_Tahiti"
"1018";"Asystasia gangetica_Tinian"
"1019";"Asystasia gangetica_Tol"
"1020";"Asystasia gangetica_Tutuila"
"1021";"Asystasia gangetica_Tutuila"
"1022";"Asystasia gangetica_Ua Huka"
"1023";"Asystasia gangetica_Ua Huka"
"1024";"Asystasia gangetica_Upolu"
"1025";"Asystasia gangetica_Viti Levu"
"1026";"Atractocarpus fitzalanii_O'ahu"
"1027";"Averrhoa bilimbi_Babeldaob"
"1028";"Averrhoa bilimbi_Babeldaob"
"1029";"Averrhoa bilimbi_Babeldaob"
"1030";"Averrhoa bilimbi_Guam"
"1031";"Averrhoa bilimbi_Ngerkebesang"
"1032";"Averrhoa bilimbi_Peleliu"
"1033";"Axonopus compressus_Angaur"
"1034";"Axonopus compressus_Angaur"
"1035";"Axonopus compressus_Babeldaob"
"1036";"Axonopus compressus_Babeldaob"
"1037";"Axonopus compressus_Hiva Oa"
"1038";"Axonopus compressus_Kaua'i"
"1039";"Axonopus compressus_Kayangel"
"1040";"Axonopus compressus_Koror"
"1041";"Axonopus compressus_Koror"
"1042";"Axonopus compressus_Pohnpei"
"1043";"Axonopus compressus_Pohnpei"
"1044";"Axonopus compressus_Ta'u"
"1045";"Axonopus compressus_Tahiti"
"1046";"Axonopus fissifolius_Fatu Hiva"
"1047";"Axonopus fissifolius_Nuku Hiva"
"1048";"Axonopus fissifolius_Nuku Hiva"
"1049";"Axonopus fissifolius_Raoul"
"1050";"Axonopus fissifolius_Upolu"
"1051";"Axonopus fissifolius_Upolu"
"1052";"Azadirachta indica_Viti Levu"
"1053";"Azadirachta indica_Viti Levu"
"1054";"Azadirachta indica_Wotje"
"1055";"Azolla filiculoides_Hawai'i"
"1056";"Azolla filiculoides_Kaho'olawe"
"1057";"NA_Aguijan"
"1058";"NA_Anatahan"
"1059";"NA_Babeldaob"
"1060";"NA_Babeldaob"
"1061";"NA_Babeldaob"
"1062";"NA_Babeldaob"
"1063";"NA_NA"
"1064";"NA_NA"
"1065";"NA_Guam"
"1066";"NA_Guam"
"1067";"NA_Guam"
"1068";"NA_Guam"
"1069";"NA_Guam"
"1070";"NA_Guam"
"1071";"NA_Guam"
"1072";"NA_Guam"
"1073";"NA_Guam"
"1074";"NA_Koror"
"1075";"NA_Koror"
"1076";"NA_Koror"
"1077";"NA_Koror"
"1078";"NA_Koror"
"1079";"NA_Koror"
"1080";"NA_Koror"
"1081";"NA_Koror"
"1082";"NA_Koror"
"1083";"NA_Koror"
"1084";"NA_Koror"
"1085";"NA_Lifuka"
"1086";"NA_Maui"
"1087";"NA_Niuatoputapu"
"1088";"NA_Niuatoputapu"
"1089";"NA_O'ahu"
"1090";"NA_Pagan"
"1091";"NA_Pohnpei"
"1092";"NA_Pohnpei"
"1093";"NA_Pohnpei"
"1094";"NA_Pohnpei"
"1095";"NA_Pohnpei"
"1096";"NA_Rota"
"1097";"NA_Rotuma"
"1098";"NA_NA"
"1099";"NA_Tahiti"
"1100";"NA_Tahiti"
"1101";"NA_Tahiti"
"1102";"NA_Tahiti"
"1103";"NA_Tahiti"
"1104";"NA_Tinian"
"1105";"NA_Tinian"
"1106";"NA_Tinian"
"1107";"NA_Tongatapu"
"1108";"NA_Tutuila"
"1109";"NA_Ua Huka"
"1110";"NA_Udot"
"1111";"NA_Upolu"
"1112";"NA_Vava'u"
"1113";"NA_Viti Levu"
"1114";"NA_Viti Levu"
"1115";"NA_Viti Levu"
"1116";"NA_Viti Levu"
"1117";"NA_Viti Levu"
"1118";"NA_Viti Levu"
"1119";"NA_Viti Levu"
"1120";"NA_Yap"
"1121";"NA_Yap"
"1122";"Banksia ericifolia_Maui"
"1123";"Banksia integrifolia_Kaua'i"
"1124";"Barleria cristata_Ha'ano"
"1125";"Barleria cristata_Koror"
"1126";"Barleria cristata_Pohnpei"
"1127";"Barleria lupulina_Peleliu"
"1128";"Barleria lupulina_Viti Levu"
"1129";"Barleria repens_Kaua'i"
"1130";"Bauhinia acuminata_Pohnpei"
"1131";"Bauhinia monandra_Atiu"
"1132";"Bauhinia monandra_Aguijan"
"1133";"Bauhinia monandra_Aguijan"
"1134";"Bauhinia monandra_Aitutaki"
"1135";"Bauhinia monandra_Dublon"
"1136";"Bauhinia monandra_NA"
"1137";"Bauhinia monandra_Guam"
"1138";"Bauhinia monandra_Guam"
"1139";"Bauhinia monandra_Guam"
"1140";"Bauhinia monandra_Guam"
"1141";"Bauhinia monandra_Huahine"
"1142";"Bauhinia monandra_Koror"
"1143";"Bauhinia monandra_Koror"
"1144";"Bauhinia monandra_Koror"
"1145";"Bauhinia monandra_Kosrae"
"1146";"Bauhinia monandra_Pagan"
"1147";"Bauhinia monandra_Pitcairn"
"1148";"Bauhinia monandra_Pohnpei"
"1149";"Bauhinia monandra_Rarotonga"
"1150";"Bauhinia monandra_Rimatara"
"1151";"Bauhinia monandra_Rotuma"
"1152";"Bauhinia monandra_Rurutu"
"1153";"Bauhinia monandra_Saipan"
"1154";"Bauhinia monandra_Tahiti"
"1155";"Bauhinia monandra_Tahiti"
"1156";"Bauhinia monandra_Tinian"
"1157";"Bauhinia monandra_Tinian"
"1158";"Bauhinia monandra_Tutuila"
"1159";"Bauhinia monandra_Ua Huka"
"1160";"Bauhinia monandra_Viti Levu"
"1161";"Bauhinia monandra_Weno"
"1162";"Bauhinia purpurea_Guam"
"1163";"Bauhinia purpurea_Guam"
"1164";"Bauhinia purpurea_Pohnpei"
"1165";"Bauhinia purpurea_Pohnpei"
"1166";"Bauhinia purpurea_Tahiti"
"1167";"Bauhinia purpurea_Viti Levu"
"1168";"Bauhinia purpurea_Viti Levu"
"1169";"Bauhinia integrifolia_O'ahu"
"1170";"Bauhinia variegata_Moorea"
"1171";"Bauhinia variegata_Moorea"
"1172";"Bauhinia variegata_Tahiti"
"1173";"Bauhinia variegata_Viti Levu"
"1174";"Begonia fusca_Kaua'i"
"1175";"Begonia glabra_O'ahu"
"1176";"Bidens pilosa_Angaur"
"1177";"Bidens pilosa_Babeldaob"
"1178";"Bidens pilosa_Babeldaob"
"1179";"Bidens pilosa_Fatu Hiva"
"1180";"Bidens pilosa_Kayangel"
"1181";"Bidens pilosa_Kosrae"
"1182";"Bidens pilosa_Kwajalein"
"1183";"Bidens pilosa_Kwajalein"
"1184";"Bidens pilosa_Maloelap"
"1185";"Bidens pilosa_Ofu"
"1186";"Bidens pilosa_Pohnpei"
"1187";"Bidens pilosa_Pohnpei"
"1188";"Bidens pilosa_Ta'u"
"1189";"Bidens pilosa_Butaritari"
"1190";"Bidens pilosa_Enewetak"
"1191";"Bidens pilosa_Flint"
"1192";"Bidens pilosa_Kili"
"1193";"Bidens pilosa_Malden"
"1194";"Bidens pilosa_Rapa"
"1195";"Bidens pilosa_Starbuck"
"1196";"Bidens pilosa_Ta'u"
"1197";"Bidens pilosa_Tahiti"
"1198";"Bidens pilosa_Tongatapu"
"1199";"Bischofia javanica_Grande Terre"
"1200";"Bischofia javanica_Ofu"
"1201";"Bischofia javanica_Olosega"
"1202";"Bischofia javanica_Olosega"
"1203";"Bischofia javanica_Tongatapu"
"1204";"Bischofia javanica_Tutuila"
"1205";"Bischofia javanica_Tutuila"
"1206";"Bixa orellana_Koror"
"1207";"Bixa orellana_Koror"
"1208";"Bixa orellana_Pohnpei"
"1209";"Bixa orellana_Pohnpei"
"1210";"Boehmeria nivea_Hawai'i"
"1211";"Boehmeria nivea_Hawai'i"
"1212";"Boehmeria nivea_Kaua'i"
"1213";"Boehmeria nivea_Maui"
"1214";"Boehmeria nivea_O'ahu"
"1215";"Boerhavia coccinea_Guam"
"1216";"Boerhavia coccinea_Guam"
"1217";"Bothriochloa bladhii_Eua"
"1218";"Bothriochloa bladhii_Eua"
"1219";"Bothriochloa bladhii_Eua"
"1220";"Bothriochloa bladhii_Aunu'u"
"1221";"Bothriochloa bladhii_Babeldaob"
"1222";"Bothriochloa bladhii_Babeldaob"
"1223";"Bothriochloa bladhii_Babeldaob"
"1224";"Bothriochloa bladhii_Babeldaob"
"1225";"Bothriochloa bladhii_Babeldaob"
"1226";"Bothriochloa bladhii_Babeldaob"
"1227";"Bothriochloa bladhii_Enewetak"
"1228";"Bothriochloa bladhii_Guam"
"1229";"Bothriochloa bladhii_Guam"
"1230";"Bothriochloa bladhii_Guam"
"1231";"Bothriochloa bladhii_Guam"
"1232";"Bothriochloa bladhii_Koror"
"1233";"Bothriochloa bladhii_Koror"
"1234";"Bothriochloa bladhii_Kosrae"
"1235";"Bothriochloa bladhii_Kwajalein"
"1236";"Bothriochloa bladhii_Kwajalein"
"1237";"Bothriochloa bladhii_NA"
"1238";"Bothriochloa bladhii_Majuro"
"1239";"Bothriochloa bladhii_Koror"
"1240";"Bothriochloa bladhii_Maui"
"1241";"Bothriochloa bladhii_Mbanika"
"1242";"Bothriochloa bladhii_Niue"
"1243";"Bothriochloa bladhii_O'ahu"
"1244";"Bothriochloa bladhii_Ofu"
"1245";"Bothriochloa bladhii_Pagan"
"1246";"Bothriochloa bladhii_Pagan"
"1247";"Bothriochloa bladhii_Pohnpei"
"1248";"Bothriochloa bladhii_Pohnpei"
"1249";"Bothriochloa bladhii_Pohnpei"
"1250";"Bothriochloa bladhii_Saipan"
"1251";"Bothriochloa bladhii_Saipan"
"1252";"Bothriochloa bladhii_Tomil"
"1253";"Bothriochloa bladhii_Tutuila"
"1254";"Bothriochloa bladhii_Upolu"
"1255";"Bothriochloa bladhii_Viti Levu"
"1256";"Bothriochloa bladhii_Viti Levu"
"1257";"Bothriochloa bladhii_Viti Levu"
"1258";"Bothriochloa bladhii_Viti Levu"
"1259";"Bothriochloa bladhii_Weno"
"1260";"Bothriochloa bladhii_Weno"
"1261";"Bothriochloa bladhii_Yap"
"1262";"Bothriochloa bladhii_Yap"
"1263";"Bothriochloa bladhii_Yap"
"1264";"Bothriochloa bladhii_Yap"
"1265";"Bothriochloa pertusa_Aitutaki"
"1266";"Bothriochloa pertusa_Guam"
"1267";"Bothriochloa pertusa_Midway"
"1268";"Bothriochloa pertusa_Nuku Hiva"
"1269";"Bothriochloa pertusa_Tinian"
"1270";"Brachychiton populneus_Maui"
"1271";"Brassica juncea_Clipperton"
"1272";"Brassica juncea_Clipperton"
"1273";"Brassica rapa_Grande Terre"
"1274";"Breynia disticha_Grande Terre"
"1275";"Bridelia insulana_O'ahu"
"1276";"Bromus madritensis_Hawai'i"
"1277";"Brucea javanica_Babeldaob"
"1278";"Brucea javanica_Babeldaob"
"1279";"Brucea javanica_Babeldaob"
"1280";"Buchnera americana_Babeldaob"
"1281";"Buchnera americana_Babeldaob"
"1282";"Buchnera americana_Babeldaob"
